"status","article","brand","name","agentGuid","stock","imageUrl","imageSource","score","reason"
"found","LTL10069","LEMANSO","Викрутка - індикатор напруги AC100-500V 3,5х155мм ""LEMANSO"" LTL10069","8CB3E4D1-7907-11E8-B71A-BC5FF4F4F2AA","13","https://cdn.27.ua/sc--media--prod/default/c1/66/2c/c1662c15-9e9a-4405-8a0b-f12473e8c277.jpg","https://epicentrk.ua/shop/mplc-vikrutka-indikator-naprugi-lemanso-ltl10069-100-500v-3-5x155-mm-8747-1ef9248e-8662-640c-af4a-59abb2f2932b.html","107","epicentr"
"found","LTL10068","LEMANSO","Викрутка - індикатор напруги AC100-500V 3,5х140мм ""LEMANSO"" LTL10068","8CB3E4CF-7907-11E8-B71A-BC5FF4F4F2AA","6","https://cdn.27.ua/sc--media--prod/default/f3/c3/7a/f3c37a62-6075-4c27-ad44-a37a00833f6b.jpg","https://epicentrk.ua/shop/mplc-vikrutka-indikator-naprugi-lemanso-ltl10068-100-500v-3-5x140-mm-8746-1ef9248e-8626-6e02-9c9b-59abb2f2932b.html","107","epicentr"
"found","LMA027","LEMANSO","Вилка кутова з/з біла ""LEMANSO"" LMA027","294298DD-9D71-11E3-822B-902B34A4365E","70","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/vilki-gnezda/vilki/lemanso/lma027-1.jpeg","https://ultra-svet.com/vilka-uglovaya-sz-belaya-lemanso-lma027","98","pwa-catalog"
"found","LMA027","LEMANSO","Вилка кутова з/з чорна ""LEMANSO"" LMA027","D5A8F1E1-5E78-11ED-8A90-BC5FF4F4F2AA","65","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/vilki-gnezda/vilki/lemanso/lma027-1.jpeg","https://ultra-svet.com/vilka-uglovaya-sz-belaya-lemanso-lma027","98","pwa-catalog"
"found","LMA088","LEMANSO","Вилка плоска б/з чорна ""LEMANSO"" LMA088","18B9019F-36C8-11E6-B356-BC5FF4F4F2AA","12","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/vilki-gnezda/vilki/lma088w.jpg","https://ultra-svet.com/vilka-ploskaya-bz-belaya-lemanso-lma088","98","pwa-catalog"
"found","LMA017","LEMANSO","Кабель з плоскою вилкою 1,9м + вимикач білий ""LEMANSO"" LMA017","19CE444F-2E96-11E4-A4F7-BC5FF4F4F2AA","10","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/furnitura-dlya-bra/lma017kor.jpg","https://ultra-svet.com/kabel-s-ploskoj-vilkoj-1-9m-vyklyuchatel-korichnevyj-lemanso-lma017","98","pwa-catalog"
"found","LMA017","LEMANSO","Кабель з плоскою вилкою 1,9м + вимикач коричневий ""LEMANSO"" LMA017","29183A7B-1228-11E8-A46A-BC5FF4F4F2AA","17","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/furnitura-dlya-bra/lma017kor.jpg","https://ultra-svet.com/kabel-s-ploskoj-vilkoj-1-9m-vyklyuchatel-korichnevyj-lemanso-lma017","98","pwa-catalog"
"found","LMA017","LEMANSO","Кабель з плоскою вилкою 1,9м + вимикач чорний ""LEMANSO"" LMA017","19CE4453-2E96-11E4-A4F7-BC5FF4F4F2AA","6","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/furnitura-dlya-bra/lma017kor.jpg","https://ultra-svet.com/kabel-s-ploskoj-vilkoj-1-9m-vyklyuchatel-korichnevyj-lemanso-lma017","98","pwa-catalog"
"found","LTL10066","LEMANSO","Викрутка - індикатор напруги AC100-500V 4,8х165мм ""LEMANSO"" LTL10066","8CB3E4D5-7907-11E8-B71A-BC5FF4F4F2AA","22","https://cdn.27.ua/sc--media--prod/default/b0/f7/50/b0f75082-4132-41c2-baf2-4384936b8ee6.jpg","https://epicentrk.ua/shop/mplc-vikrutka-indikator-naprugi-lemanso-ltl10066-100-1000v-4-8x165-mm-8748-1ef9248e-85ea-6a6a-bd48-59abb2f2932b.html","107","epicentr"
"found","LM3813","LEMANSO","Лампа світлодіодна 10W A60 E27 910LM RGBCCT 220-240V з WI-FI Розумний будинок Tuy ""LEMANSO"" LM3813","66EB11A8-616B-11EC-89C3-BC5FF4F4F2AA","1","https://cdn.27.ua/sc--media--prod/default/26/48/13/26481311-4eb1-4585-bf97-d34bd9543ddd.jpg","https://epicentrk.ua/shop/mplc-lampa-umnaa-wi-fi-lemanso-lm3813-tuya-a60-e27-10-vt-220-v-910-lm-rgbcct-1905-1edfe069-71f4-61fa-b9a5-053619b50e60.html","107","epicentr"
"not_found","LTL10073","LEMANSO","Викрутка - індикатор напруги AC100-500V 4,0х190мм ""LEMANSO"" LTL10073","8CB3E4DB-7907-11E8-B71A-BC5FF4F4F2AA","5","","","","no_strict_source_match"
"found","LM6349","LEMANSO","Таймер з wi-fi + вбудований енергометр Розумний будинок Tuya ""LEMANSO"" LM6349","8F8919FD-66EA-11EC-99B8-BC5FF4F4F2AA","2","https://cdn.27.ua/sc--media--prod/default/95/90/6e/95906e03-0cbd-4184-9ac7-de19d93b2e4c.jpg","https://epicentrk.ua/shop/mplc-rozumna-rozetka-taimer-lemanso-lm6349-23330-1eccca5e-2910-6260-9086-5bf00ec76052.html","107","epicentr"
"found","LMP100-10","LEMANSO","Прожектор LED RGB + W + WW 10 W 6500K IP65 900LM з WI-FI Розумний будинок Tuya ""LEMANSO"" LMP100-10","BEB61AF1-C72E-11EC-991D-BC5FF4F4F2AA","2","https://cdn.27.ua/sc--media--prod/default/aa/9c/ee/aa9cee85-0e8d-484a-8e45-1028b57effd5.jpg","https://epicentrk.ua/shop/mplc-prozektor-umnyj-wi-fi-lemanso-lmp100-10-tuya-rgb-w-w-vt-10-vt-6500-k-900-lm-ip65-5761-1edfe08b-e01a-6130-94c9-dbe48e756530.html","107","epicentr"
"not_found","LMA9410","LEMANSO","З'єднувач 1 затискач 2pin 8mm провід 15см + гніздо DC 5.5мм / 2,1мм ""LEMANSO"" LMA9410","B46A1D7A-703C-11EB-91F5-BC5FF4F4F2AA","46","","","","no_strict_source_match"
"not_found","LMA9412","LEMANSO","З'єднувач 1 затискач 2pin 8mm провід 15см ""LEMANSO"" LMA9412","CECEA2B8-718B-11EC-9231-BC5FF4F4F2AA","10","","","","no_strict_source_match"
"not_found","LMA9413","LEMANSO","З'єднувач 1 затискач 2pin 10mm провід 15см ""LEMANSO"" LMA9413","CECEA2C2-718B-11EC-9231-BC5FF4F4F2AA","10","","","","no_strict_source_match"
"found","LM6324","LEMANSO","Датчик руху 360° білий ""LEMANSO"" LM6324","6C28E976-4993-11EA-AC01-BC5FF4F4F2AA","6","https://ultra-svet.com/image/cache/catalog/tovari/releynoe/datchiki-dvizheniya/lm6324-800x800.jpg","https://ultra-svet.com/datchik-dvizheniya-360%C2%B0-belyj-lemanso-lm6324-lm631","110","ultra-svet"
"found","LM637","LEMANSO","Датчик руху меблевий 360° білий ""LEMANSO"" LM637 (607)","EE560747-D669-11E7-BBA7-BC5FF4F4F2AA","3","https://cdn.27.ua/sc--media--prod/default/f1/97/7e/f1977e28-0fad-414c-8cbb-5dc4a3eff55f.jpg","https://epicentrk.ua/shop/mplc-vimikac-lemanso-lm637-z-datcikom-ruhu-360-bilij-5755-1edeeb46-dc31-6cc0-a8f8-2ff29bcb7684.html","107","epicentr"
"not_found","LTL15009","LEMANSO","Пістолет для затягування та обрізання хомутів 2.4-4.8мм ""LEMANSO"" LTL15009","0EC805E8-F71B-11E8-A417-BC5FF4F4F2AA","2","","","","no_strict_source_match"
"not_found","LMA79001","LEMANSO","Двійник 250V 10A 2500W + 2*USB 5V 2.1A без заземлення білий ""LEMANSO"" LMA79001","F614A09B-9ABC-11F0-98EF-BC5FF4F4F2AA","2","","","","no_strict_source_match"
"not_found","LMA79004","LEMANSO","Трійник 100-250V 16A 4000W + USB 5V 3.3A + 2*Type C з/з., штекер ПОВОРОТНИЙ білий ""LEMANSO"" LMA79004","F614A09F-9ABC-11F0-98EF-BC5FF4F4F2AA","4","","","","no_strict_source_match"
"not_found","LMA79003","LEMANSO","Двійник 250V 16A 4000W + 2*USB 5V 2.4A + Type C з заземленням білий ""LEMANSO"" LMA79003","F614A09D-9ABC-11F0-98EF-BC5FF4F4F2AA","3","","","","no_strict_source_match"
"found","LDB30","LEMANSO","Механічний дзвінок динг-донг великий 230V білий ""LEMANSO"" LDB30","2E0CAE6A-D094-11EA-ACF5-BC5FF4F4F2AA","7","https://ultra-svet.com/image/cache/catalog/tovari/releynoe/zvonki-elektricheskie/ldb33-1-800x800.jpg","https://ultra-svet.com/mekhanicheskij-zvonok-ding-dong-230v-bolshoj-belyj-lemanso-ldb30","110","ultra-svet"
"skipped","","LEMANSO","Захист для галогенних ламп 220v 150w ""LEMANSO"" - Розпродаж!","8A53974C-31C5-11E4-B9D7-BC5FF4F4F2AA","1","","","","article_not_found"
"skipped","","LEMANSO","Захист для галогенних ламп 220v 300w ""LEMANSO"" - Розпродаж!","8A53974E-31C5-11E4-B9D7-BC5FF4F4F2AA","4","","","","article_not_found"
"skipped","","LEMANSO","Захист для галогенних ламп 220v 500w ""LEMANSO"" - Розпродаж!","8A539750-31C5-11E4-B9D7-BC5FF4F4F2AA","5","","","","article_not_found"
"found","LMA401","LEMANSO","Ізолента Япі 20 метрів 0.13x19мм біла ""LEMANSO"" LMA401","8D7050FC-01D5-11E8-AFA1-BC5FF4F4F2AA","21","https://ultra-svet.com/image/catalog/tovari/elektromontazh/izolenta/yelloy.jpeg","https://ultra-svet.com/izolenta-yanl-20-metrov-013x19mm-zhyoltaya-lemanso-lma401-1","98","pwa-catalog"
"found","LMA401","LEMANSO","Ізолента Япі 20 метрів 0.13x19мм зелена ""LEMANSO"" LMA401","8D705108-01D5-11E8-AFA1-BC5FF4F4F2AA","22","https://ultra-svet.com/image/catalog/tovari/elektromontazh/izolenta/yelloy.jpeg","https://ultra-svet.com/izolenta-yanl-20-metrov-013x19mm-zhyoltaya-lemanso-lma401-1","98","pwa-catalog"
"found","LMA401","LEMANSO","Ізолента Япі 20 метрів 0.13x19мм синя ""LEMANSO"" LMA401","8D7050FA-01D5-11E8-AFA1-BC5FF4F4F2AA","25","https://ultra-svet.com/image/catalog/tovari/elektromontazh/izolenta/yelloy.jpeg","https://ultra-svet.com/izolenta-yanl-20-metrov-013x19mm-zhyoltaya-lemanso-lma401-1","98","pwa-catalog"
"found","LMA401","LEMANSO","Ізолента Япі 20 метрів 0.13x19мм червона ""LEMANSO"" LMA401","308B233A-0115-11E8-BFD2-BC5FF4F4F2AA","32","https://ultra-svet.com/image/catalog/tovari/elektromontazh/izolenta/yelloy.jpeg","https://ultra-svet.com/izolenta-yanl-20-metrov-013x19mm-zhyoltaya-lemanso-lma401-1","98","pwa-catalog"
"found","LMA006","LEMANSO","Ізолента Стандарт 30 метрів чорна ""LEMANSO"" LMA006","5CAC813A-21E3-11E4-80F2-08606ED9504B","20","https://ultra-svet.com/image/catalog/tovari/elektromontazh/izolenta/black.jpg","https://ultra-svet.com/izolenta-30-metrov-chernaya-lemanso-lma006","98","pwa-catalog"
"not_found","LMA79002","LEMANSO","Трійник 250V 16A 4000W + 2*USB 5V 3.4A з заземленням білий ""LEMANSO"" LMA79002","F614A0A1-9ABC-11F0-98EF-BC5FF4F4F2AA","2","","","","no_strict_source_match"
"skipped","","LEMANSO","Клемні планки 10A / 10мм ""LEMANSO"" (10шт.)","7406775A-31C3-11E4-B9D7-BC5FF4F4F2AA","30","","","","article_not_found"
"skipped","","LEMANSO","Клемні планки 15A / 12мм ""LEMANSO"" (10шт.)","19CE4445-2E96-11E4-A4F7-BC5FF4F4F2AA","20","","","","article_not_found"
"skipped","","LEMANSO","Клемні планки 20A / 14мм ""LEMANSO"" (10шт.)","19CE4447-2E96-11E4-A4F7-BC5FF4F4F2AA","30","","","","article_not_found"
"skipped","","LEMANSO","Клемні планки 3A / 4мм ""LEMANSO"" (10шт.)","5CAC815B-21E3-11E4-80F2-08606ED9504B","40","","","","article_not_found"
"skipped","","LEMANSO","Клемні планки 5A / 6 мм ""LEMANSO"" (10шт.)","3E211FE4-5A82-11E4-AF93-BC5FF4F4F2AA","40","","","","article_not_found"
"found","PBS-18","LEMANSO","Кнопка LSW10 кругла біла для лампи ""LEMANSO"" PBS-18","6FCB8C05-9D71-11E3-822B-902B34A4365E","17","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/knopki-pereklyuchateli-tumbleri/knopki/lsw10.jpg","https://ultra-svet.com/knopka-lsw10-belaya-dlya-lampy-lemanso-pbs-18","98","pwa-catalog"
"found","R16-503AD","LEMANSO","Кнопка LSW13 кругла зелена з LED підсвічуванням LED ON-OFF ""LEMANSO"" R16-503AD","69363E2E-9D71-11E3-822B-902B34A4365E","23","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/knopki-pereklyuchateli-tumbleri/knopki/lsw13y.jpg","https://ultra-svet.com/knopka-lsw13-kruglaya-zheltaya-s-led-podsv-on-off-lemanso-r16-503ad","98","pwa-catalog"
"found","R16-503AD","LEMANSO","Кнопка LSW13 кругла синя з LED підсвічуванням ON-OFF ""LEMANSO"" R16-503AD","6FCB8C0D-9D71-11E3-822B-902B34A4365E","22","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/knopki-pereklyuchateli-tumbleri/knopki/lsw13y.jpg","https://ultra-svet.com/knopka-lsw13-kruglaya-zheltaya-s-led-podsv-on-off-lemanso-r16-503ad","98","pwa-catalog"
"found","R16-503AD","LEMANSO","Кнопка LSW13 кругла червона з LED підсвічуванням LED ON-OFF ""LEMANSO"" R16-503AD","6FCB8C0C-9D71-11E3-822B-902B34A4365E","10","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/knopki-pereklyuchateli-tumbleri/knopki/lsw13y.jpg","https://ultra-svet.com/knopka-lsw13-kruglaya-zheltaya-s-led-podsv-on-off-lemanso-r16-503ad","98","pwa-catalog"
"found","DS-225","LEMANSO","Кнопка LSW11 квадрат жовта без фіксації OFF-(ON) ""LEMANSO"" DS-225","6FCB8C06-9D71-11E3-822B-902B34A4365E","14","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/knopki-pereklyuchateli-tumbleri/knopki/lsw11y.jpg","https://ultra-svet.com/knopka-lsw11-kvadrat-zheltaya-bez-fiksoff-on-lemanso-ds-225","98","pwa-catalog"
"found","DS-225","LEMANSO","Кнопка LSW11 квадрат зелена без фіксації OFF-(ON) ""LEMANSO"" DS-225","6FCB8C07-9D71-11E3-822B-902B34A4365E","22","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/knopki-pereklyuchateli-tumbleri/knopki/lsw11y.jpg","https://ultra-svet.com/knopka-lsw11-kvadrat-zheltaya-bez-fiksoff-on-lemanso-ds-225","98","pwa-catalog"
"found","DS-225","LEMANSO","Кнопка LSW11 квадрат синя без фіксації OFF-(ON) ""LEMANSO"" DS-225","6FCB8C08-9D71-11E3-822B-902B34A4365E","34","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/knopki-pereklyuchateli-tumbleri/knopki/lsw11y.jpg","https://ultra-svet.com/knopka-lsw11-kvadrat-zheltaya-bez-fiksoff-on-lemanso-ds-225","98","pwa-catalog"
"found","DS-225","LEMANSO","Кнопка LSW11 квадрат червона без фіксації OFF-(ON) ""LEMANSO"" DS-225","6FCB8BFF-9D71-11E3-822B-902B34A4365E","25","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/knopki-pereklyuchateli-tumbleri/knopki/lsw11y.jpg","https://ultra-svet.com/knopka-lsw11-kvadrat-zheltaya-bez-fiksoff-on-lemanso-ds-225","98","pwa-catalog"
"found","DS-225","LEMANSO","Кнопка LSW11 квадрат чорна без фіксації OFF-(ON) ""LEMANSO"" DS-225","6FCB8C09-9D71-11E3-822B-902B34A4365E","22","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/knopki-pereklyuchateli-tumbleri/knopki/lsw11y.jpg","https://ultra-svet.com/knopka-lsw11-kvadrat-zheltaya-bez-fiksoff-on-lemanso-ds-225","98","pwa-catalog"
"found","DS-226","LEMANSO","Кнопка LSW12 квадрат жовта з фіксацією ON-OFF ""LEMANSO"" DS-226","69363E2B-9D71-11E3-822B-902B34A4365E","24","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/knopki-pereklyuchateli-tumbleri/knopki/lsw11bl.jpg","https://ultra-svet.com/knopka-lsw12-kvadrat-sinyaya-s-fiks-on-off-lemanso-ds-226","98","pwa-catalog"
"found","DS-226","LEMANSO","Кнопка LSW12 квадрат зелена з фіксацією ON-OFF ""LEMANSO"" DS-226","6FCB8C03-9D71-11E3-822B-902B34A4365E","11","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/knopki-pereklyuchateli-tumbleri/knopki/lsw11bl.jpg","https://ultra-svet.com/knopka-lsw12-kvadrat-sinyaya-s-fiks-on-off-lemanso-ds-226","98","pwa-catalog"
"found","DS-226","LEMANSO","Кнопка LSW12 квадрат синя з фіксацією ON-OFF ""LEMANSO"" DS-226","6FCB8C0A-9D71-11E3-822B-902B34A4365E","16","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/knopki-pereklyuchateli-tumbleri/knopki/lsw11bl.jpg","https://ultra-svet.com/knopka-lsw12-kvadrat-sinyaya-s-fiks-on-off-lemanso-ds-226","98","pwa-catalog"
"found","DS-226","LEMANSO","Кнопка LSW12 квадрат червона з фіксацією ON-OFF ""LEMANSO"" DS-226","6FCB8C04-9D71-11E3-822B-902B34A4365E","18","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/knopki-pereklyuchateli-tumbleri/knopki/lsw11bl.jpg","https://ultra-svet.com/knopka-lsw12-kvadrat-sinyaya-s-fiks-on-off-lemanso-ds-226","98","pwa-catalog"
"found","DS-226","LEMANSO","Кнопка LSW12 квадрат чорна з фіксацією ON-OFF ""LEMANSO"" DS-226","6FCB8C0B-9D71-11E3-822B-902B34A4365E","13","https://ultra-svet.com/image/catalog/tovari/elektrofurnitura/knopki-pereklyuchateli-tumbleri/knopki/lsw11bl.jpg","https://ultra-svet.com/knopka-lsw12-kvadrat-sinyaya-s-fiks-on-off-lemanso-ds-226","98","pwa-catalog"
"found","LM9146","LEMANSO","Крокодил в кембрику 35мм з дротом - 50см кратно 2шт (1біл+1чор+1черв+1зел+1жовт) ""LEMANSO"" LM9146","31653268-C985-11ED-8C76-BC5FF4F4F2AA","12","https://ultra-svet.com/image/cache/catalog/tovari/istochnikipitanija/krokodily/lm9146-1-800x800.jpg","https://ultra-svet.com/lm9133","98","ultra-svet"
"found","LMA2627","LEMANSO","Кріплення роз'ємів ""LEMANSO"" LMA2627","C96623EF-7FEC-11EF-9094-BC5FF4F4F2AA","71","https://cdn.27.ua/sc--media--prod/default/87/45/91/8745915c-0e92-4c1d-8ca6-6d95aaa1a817.jpg","https://epicentrk.ua/shop/mplc-kriplenna-dla-klemi-lemanso-lma2627-10822-1f097e71-2392-6a96-93c7-597bd4ffb6dd.html","107","epicentr"
"found","KRO0390.1","LEMANSO","Крокодил малий кратно 2шт (1 червоний + 1 чорний) ""LEMANSO"" KRO0390.1","79091F44-9198-11ED-AD9D-BC5FF4F4F2AA","35","https://ultra-svet.com/image/cache/catalog/tovari/istochnikipitanija/krokodily/kro0390.1-1-800x800.jpg","https://ultra-svet.com/kro0390-1","110","ultra-svet"
"not_found","LM6382","LEMANSO","Лічильник + Вольтметр + Амперметр 100А LCD табло 80-275V (червоний дисплей) ""LEMANSO"" LM6382","75FAF0D1-36D6-11F0-9D3F-BC5FF4F4F2AA","2","","","","no_strict_source_match"
"found","LM2522","LEMANSO","Патрон Е27 пластиковий різьба з кільцем чорний ""LEMANSO"" LM2522 (LM130)","29429911-9D71-11E3-822B-902B34A4365E","17","https://cdn.27.ua/sc--media--prod/default/1c/5f/41/1c5f4122-bd59-4abe-b1e5-c46247c996bb.jpg","https://epicentrk.ua/shop/mplc-patron-lemanso-e27-lm2522-bakelit-riz-ba-riz-blenna-z-kil-cem-cornij-1edce1ff-7ea0-6efa-b420-4be6fc54cc88.html","107","epicentr"
"not_found","LM2535","LEMANSO","Патрон E27 пластиковий прямий білий ""LEMANSO"" LM2535","789F0647-1C4F-11F1-BCFB-BC5FF4F4F2AA","41","","","","no_strict_source_match"
"not_found","LM2536","LEMANSO","Патрон E27 пластиковий косий білий ""LEMANSO"" LM2536","789F0645-1C4F-11F1-BCFB-BC5FF4F4F2AA","34","","","","no_strict_source_match"
"found","J-118","LEMANSO","Лампа галогенна J-118 500W ""LEMANSO""","8B00E729-59EB-11E4-B89C-BC5FF4F4F2AA","20","https://ultra-svet.com/image/catalog/tovari/svetotehnika/lampi/lampi-galogennie/j-118.jpeg","https://ultra-svet.com/lampa-lemanso-galogen.-j-118-500w","98","pwa-catalog"
"found","JCD220v","LEMANSO","Лампа галогенна JCD 220v G-9 40W ""LEMANSO""","352B6D1D-59E6-11E4-B89C-BC5FF4F4F2AA","22","https://ultra-svet.com/image/catalog/tovari/svetotehnika/lampi/lampi-galogennie/jcd.jpg","https://ultra-svet.com/lampa-lemanso-jcd-220v-35w-g4-caps","98","pwa-catalog"
"found","JCD220v","LEMANSO","Лампа галогенна JCD 220v G-9 50W ""LEMANSO""","352B6D1F-59E6-11E4-B89C-BC5FF4F4F2AA","22","https://ultra-svet.com/image/catalog/tovari/svetotehnika/lampi/lampi-galogennie/jcd.jpg","https://ultra-svet.com/lampa-lemanso-jcd-220v-35w-g4-caps","98","pwa-catalog"
"found","JCD220v","LEMANSO","Лампа галогенна JCD 220v G-9 60W ""LEMANSO""","352B6D21-59E6-11E4-B89C-BC5FF4F4F2AA","17","https://ultra-svet.com/image/catalog/tovari/svetotehnika/lampi/lampi-galogennie/jcd.jpg","https://ultra-svet.com/lampa-lemanso-jcd-220v-35w-g4-caps","98","pwa-catalog"
"skipped","","LEMANSO","Лампа для нічничків 10W Е12 ""LEMANSO"" C7 (у коробці)","B056F5DB-B4BE-11E8-BB13-BC5FF4F4F2AA","25","","","","article_not_found"
"found","ESB926","LEMANSO","Лампа економка MR16 11W 2700K ""LEMANSO"" ESB926 - Розпродаж!","5FDCBF0B-0A0F-11E7-9A5A-BC5FF4F4F2AA","643","https://ultra-svet.com/image/catalog/tovari/svetotehnika/lampi/lampi-energosberegayushtie/mr16ekonom.jpeg","https://ultra-svet.com/lampa-ekonomka-mr16-11w-2700k-lemanso-esb926-rasprodazha","98","pwa-catalog"
"found","ESB926","LEMANSO","Лампа економка MR16 11W 4200K ""LEMANSO"" ESB926 - Розпродаж!","F53B6DEA-5665-11E7-AF12-BC5FF4F4F2AA","65","https://ultra-svet.com/image/catalog/tovari/svetotehnika/lampi/lampi-energosberegayushtie/mr16ekonom.jpeg","https://ultra-svet.com/lampa-ekonomka-mr16-11w-2700k-lemanso-esb926-rasprodazha","98","pwa-catalog"
"found","LM3009","LEMANSO","Лампа енергозберігаюча PLS 11W 4200K гар.6міс. ""LEMANSO"" LM3009","DC077C1A-0744-11E9-AC33-BC5FF4F4F2AA","16","https://ultra-svet.com/image/catalog/tovari/svetotehnika/lampi/lampi-energosberegayushtie/lm3009-1.jpg","https://ultra-svet.com/lampa-%D1%94nergosberigayuschaya-pls-11w-4200k-gar6mes-lemanso-lm3009","98","pwa-catalog"
